forecast_day,train_days,use_vst,use_lars,runtime_seconds
2026-07-19,112,True,True,21.663993699941784
2026-07-20,112,True,True,21.40225420007482
2026-07-21,112,True,True,21.41702890023589
2026-07-22,112,True,True,20.3410608000122
2026-07-23,112,True,True,21.672750500030816
2026-07-24,112,True,True,21.28395159961656
2026-07-25,112,True,True,21.656675999984145
2026-07-26,112,True,True,22.197734599933028
2026-07-27,112,True,True,23.628868900239468
2026-07-28,112,True,True,23.24958099983633
2026-07-29,112,True,True,22.959097200073305
2026-07-30,112,True,True,23.57039829995483
2026-07-31,112,True,True,21.59876899980009
2026-08-01,112,True,True,22.57638760004193
2026-08-02,112,True,True,22.999861299991608
2026-08-03,112,True,True,21.94770950032398
2026-08-04,112,True,True,21.578971600160003
2026-08-05,112,True,True,20.959054599981755
2026-08-06,112,True,True,21.42980040004477
2026-08-07,112,True,True,21.91993910027668
2026-08-08,112,True,True,20.372376799583435
2026-08-09,112,True,True,20.269953799899668
2026-08-10,112,True,True,20.196122100111097
2026-08-11,112,True,True,23.65545370010659
2026-08-12,112,True,True,23.97250090027228
2026-08-13,112,True,True,21.177184499800205
2026-08-14,112,True,True,22.682954699732363
2026-08-15,112,True,True,21.81320540001616
2026-08-16,112,True,True,21.14608670026064
2026-08-17,112,True,True,22.76607890008017
2026-08-18,112,True,True,21.462699400261045
2026-08-19,112,True,True,21.15493860002607
2026-08-20,112,True,True,21.75842700013891
2026-08-21,112,True,True,22.433335999958217
2026-08-22,112,True,True,21.70161590026692
2026-08-23,112,True,True,23.015959300100803
2026-08-24,112,True,True,22.830216099973768
2026-08-25,112,True,True,22.52915140008554
2026-08-26,112,True,True,22.138620300218463
2026-08-27,112,True,True,22.708976299967617
2026-08-28,112,True,True,21.884828600101173
2026-08-29,112,True,True,24.022410800214857
2026-08-30,112,True,True,23.038103600032628
2026-08-31,112,True,True,23.647655999753624
2026-09-01,112,True,True,23.305515700019896
2026-09-02,112,True,True,22.760833600070328
2026-09-03,112,True,True,22.27543959999457
2026-09-04,112,True,True,23.164482000283897
2026-09-05,112,True,True,22.155076900031418
2026-09-06,112,True,True,24.0971153001301
2026-09-07,112,True,True,23.9050059998408
2026-09-08,112,True,True,23.049084499944
2026-09-09,112,True,True,24.81568530015648
2026-09-10,112,True,True,23.269527500029653
2026-09-11,112,True,True,23.056500300299376
2026-09-12,112,True,True,24.980828799773008
2026-09-13,112,True,True,22.67195310024545
2026-09-14,112,True,True,22.61042170040309
2026-09-15,112,True,True,22.99454790027812
2026-09-16,112,True,True,23.09423660021276
2026-09-17,112,True,True,22.93247020011768
2026-09-18,112,True,True,20.89571120031178
2026-09-19,112,True,True,19.308029599953443
2026-09-20,112,True,True,19.25462940009311
2026-09-21,112,True,True,19.70622739987448
2026-09-22,112,True,True,20.276942300144583
2026-09-23,112,True,True,21.328945700079203
2026-09-24,112,True,True,20.54939679987729
2026-09-25,112,True,True,20.30574270011857
2026-09-26,112,True,True,20.9129777001217
