delivery_date,mtu,q0.025,q0.250,q0.500,q0.750,q0.975,y_true
2026-09-17,1,107.75971995376092,175.76624951283344,187.3111026902435,196.5950650053233,235.8476160003636,199.33
2026-09-17,2,100.14162068210204,166.37059572408,178.32631791039378,188.64951035530493,229.51182763137228,186.44
2026-09-17,3,94.83924818901092,159.54550576255284,171.6967651195705,182.6677555545696,224.7297913885461,176.97
2026-09-17,4,90.5964073233871,153.487099297765,165.63845355359362,177.00618098188468,220.34372940344667,171.32
2026-09-17,5,96.72780961952822,161.36819078033076,173.31806932735776,183.96499908260847,226.0469029972093,175.44
2026-09-17,6,91.47157308918544,155.18012415661994,167.46203722643625,178.8542827926255,221.76055274733343,170.27
2026-09-17,7,90.0722770217472,153.43982635999978,165.77443167051553,177.3335611512004,220.4564992814971,166.6
2026-09-17,8,86.07829438186496,148.20434655792903,160.60528119693566,172.57077418235895,216.39065165210923,163.99
2026-09-17,9,86.19394385039342,148.37833664822048,160.84795547605358,172.87804408536024,216.9615732970369,166.77
2026-09-17,10,84.2617648216254,145.97760335939049,158.5899595275301,170.92789548641963,215.6262087921716,164.87
2026-09-17,11,82.60253725759824,144.14224807706742,156.83469473979304,169.37024514316988,214.01237036420525,164.94
2026-09-17,12,81.22191424394111,142.22496865613073,154.9339683840195,167.6122450022476,212.65153897769463,165.37
2026-09-17,13,81.94581254421448,143.31521023014787,156.04829846267523,168.68071004296127,213.51490362929152,165.29
2026-09-17,14,81.15848701630566,142.26192931685935,155.03805553901518,167.7856442817498,212.93065334355745,166.03
2026-09-17,15,80.3051836627042,140.99950936764637,153.7586532505578,166.5709920644757,211.97071585575856,165.3
2026-09-17,16,79.15449955633483,139.67971936753375,152.4896297576272,165.4377919962386,210.857710289552,165.63
2026-09-17,17,79.39989567791466,140.17065757239968,153.02435894415433,165.98595490668052,211.28978392357936,164.56
2026-09-17,18,78.81922687407535,139.4187974297078,152.32065308935535,165.3832322351509,210.9482164468025,165.29
2026-09-17,19,79.63765018462522,140.63220126204442,153.5167728299202,166.47979054162158,211.64269018692863,167.42
2026-09-17,20,80.88214354400918,141.96509826010086,154.6900533780489,167.39824155249838,212.2240281293159,165.3
2026-09-17,21,81.40306592753564,142.65165214975477,155.35346379262566,167.9922567586444,212.65456674455504,158.03
2026-09-17,22,84.54883394193328,146.83199879904058,159.44050978422283,171.70878125790992,215.5368132513051,159.86
2026-09-17,23,90.8756435298534,155.4751284858211,168.12847899217658,179.88895736507965,222.6946274956776,166.75
2026-09-17,24,104.34141653380829,172.4104439019716,183.78834502051225,193.0743686881737,229.96171741195784,175.4
2026-09-17,25,104.01240538081204,171.50921541056283,183.2848505223081,193.08017317387265,232.62673715141216,172.47
2026-09-17,26,123.04218692244694,195.5048028409419,206.7896459197425,214.53736099366543,251.60235839442169,194.74
2026-09-17,27,126.80872412169263,203.64147284697628,215.56772319990068,223.43537216753924,257.54124128598863,209.2
2026-09-17,28,137.5253642368814,214.5412635701919,225.14396316775125,230.92387188838865,263.35631421190163,219.99
2026-09-17,29,141.63058445049833,223.7847081018785,235.5081191050986,241.8538116150487,272.33971332360977,230.2
2026-09-17,30,149.80507974184036,232.00963820397013,243.08961857837795,248.25664600181688,279.29219836649975,221.02
2026-09-17,31,156.33079437786012,236.22411192278267,245.95397656106712,249.4564030862377,281.16552777472936,210.96
2026-09-17,32,174.56193349698628,250.08212084603164,256.50409309399646,256.8901665328641,290.383758439735,203.59
2026-09-17,33,181.3763653235,262.7283712533323,269.5909578461901,270.1673261768862,299.2760795003934,215.92
2026-09-17,34,157.53793320698347,235.5019033363249,244.3357578528299,246.9438168923573,278.41577993110184,204.59
2026-09-17,35,153.3432848208219,224.26881539125955,231.60171533108112,233.39218219227013,268.3116870096405,195.46
2026-09-17,36,137.81023756295494,204.81831633487096,213.4012513478393,217.7933522649864,258.38335152263807,177.83
2026-09-17,37,150.5469400804556,226.86929624763448,235.7853332026546,239.0209533136403,270.64146382659743,200.0
2026-09-17,38,143.84022856838106,212.99997420945056,220.578303431626,223.3297262288098,258.2587790493757,178.9
2026-09-17,39,116.38570479752792,181.31542459337507,190.45861224060184,196.8597990762316,234.22227522925743,150.24
