forecast_day,computation_time_seconds
2026-09-17,4.472855800297111
2026-09-18,4.413483500014991
2026-09-19,4.391762299928814
2026-09-20,4.658726699650288
2026-09-21,4.820563399698585
2026-09-22,4.70471949968487
2026-09-23,4.584848500322551
2026-09-24,4.6634150999598205
