delivery_date,mtu,q0.025,q0.250,q0.500,q0.750,q0.975,y_true
2026-09-19,16,18.05493595269552,45.6967647232634,55.17264412546669,62.77704589011401,77.96462302568678,23.16
2026-09-19,17,24.51496505127566,51.04964751567914,59.82488917451898,66.82993566213798,82.77001912599047,33.57
2026-09-19,18,20.4382013238152,48.317842594541474,57.26553445102561,64.0812263882625,79.89000654546818,36.04
2026-09-19,19,17.444834489541343,46.25758305200169,55.19905147064044,61.70033026228755,77.50826489814544,36.9
2026-09-19,20,7.317956256283892,36.58979847317288,43.58755420970899,47.020758557848666,63.83144027767225,36.66
2026-09-19,21,18.497648778118453,47.82613107584697,57.04898176933156,63.82551040803301,79.57708558312115,34.79
2026-09-19,22,14.138499187462465,38.03938423018021,46.45436413846493,53.523929753376805,68.57231365602182,34.41
2026-09-19,23,6.318263939080623,34.16217390906645,41.85044928167358,46.65856940966143,62.57084511277418,34.03
2026-09-19,24,4.882007158314629,33.41764079984453,42.39336281731365,48.8338100320083,63.7611178893344,39.94
2026-09-19,25,15.590803622202053,46.34975718439496,55.11830140728512,60.799816212898,77.01296397842472,40.74
2026-09-19,26,14.53650217465156,41.80947578798214,50.09375105249095,56.039159689624846,71.88390955033152,46.66
2026-09-19,27,10.657620219057108,38.74591091920404,46.64130085684685,51.74300218564609,67.8136070495239,40.08
2026-09-19,28,-14.707824727946765,17.022768892764546,27.335006840863787,34.50762393482676,47.75166465479175,43.47
2026-09-19,29,26.561880795177025,51.11650885854637,58.90968157409959,65.08975572356604,81.554584784374,41.38
2026-09-19,30,6.663688877409342,34.93130605339183,43.75419247944984,50.07686434704347,65.18675856271382,41.99
2026-09-19,31,5.306962943134373,31.7255255942404,40.08009848169244,46.22748701969026,61.26051577796357,45.07
2026-09-19,32,-1.798288407156015,23.05673925368661,31.321745531447537,37.67166540074204,52.015778588738826,40.1
2026-09-19,33,4.588980510804454,25.462454197803893,33.27504607717683,40.18411234153661,54.50934386906725,47.71
2026-09-19,34,-7.718574849257205,16.239895223569334,24.546755940713066,31.119002450482323,44.87615177814269,36.53
2026-09-19,35,-22.227569806119405,3.832208866182059,12.211756667913804,18.08445461013524,31.276599955592893,27.96
2026-09-19,36,-40.460432923747824,-12.435593939343905,-3.85124711273145,1.4939690127096452,13.75177325972339,11.8
2026-09-19,37,-40.16265299568164,-9.27254026648905,-0.9065224700012666,3.328991925609504,16.346754598105882,16.9
2026-09-19,38,-43.5480739015184,-17.36419704149714,-10.702101637630872,-7.646229428232274,5.589946576144078,6.55
