forecast_day,train_days,use_vst,use_lars,runtime_seconds
2026-07-19,56,True,True,10.640776299871504
2026-07-20,56,True,True,11.78411340015009
2026-07-21,56,True,True,10.569402299821377
2026-07-22,56,True,True,10.530282400082797
2026-07-23,56,True,True,11.720044600311669
2026-07-24,56,True,True,9.990396600216627
2026-07-25,56,True,True,10.677084499970078
2026-07-26,56,True,True,10.881333499681205
2026-07-27,56,True,True,9.986887299921364
2026-07-28,56,True,True,10.352055199909955
2026-07-29,56,True,True,10.418982999864966
2026-07-30,56,True,True,10.459251000080258
2026-07-31,56,True,True,10.39055599970743
2026-08-01,56,True,True,10.065415100194514
2026-08-02,56,True,True,9.946806699968874
2026-08-03,56,True,True,10.793105999939144
2026-08-04,56,True,True,10.071067399811
2026-08-05,56,True,True,10.102679200004786
2026-08-06,56,True,True,10.194476999808105
2026-08-07,56,True,True,10.501863799989223
2026-08-08,56,True,True,9.989583400078118
2026-08-09,56,True,True,10.190957500133663
2026-08-10,56,True,True,10.127747899852691
2026-08-11,56,True,True,10.082322100177407
2026-08-12,56,True,True,10.130665299948303
2026-08-13,56,True,True,10.095344000030307
2026-08-14,56,True,True,9.981178199872376
2026-08-15,56,True,True,10.1185925998725
2026-08-16,56,True,True,10.771333599928766
2026-08-17,56,True,True,10.84521170007065
2026-08-18,56,True,True,10.66254509985447
2026-08-19,56,True,True,10.352732599712908
2026-08-20,56,True,True,10.427130199968817
2026-08-21,56,True,True,10.567176800221205
2026-08-22,56,True,True,10.28079290036112
2026-08-23,56,True,True,10.647773299831895
2026-08-24,56,True,True,10.816815099678934
2026-08-25,56,True,True,10.345423700287938
2026-08-26,56,True,True,10.642387400381269
2026-08-27,56,True,True,10.63095389958471
2026-08-28,56,True,True,10.90215059975162
2026-08-29,56,True,True,10.237755600363016
2026-08-30,56,True,True,10.981141699943691
2026-08-31,56,True,True,10.604527899995446
2026-09-01,56,True,True,10.899253000039607
2026-09-02,56,True,True,10.22478110017255
2026-09-03,56,True,True,10.511685900390148
2026-09-04,56,True,True,10.943713400047272
2026-09-05,56,True,True,10.376976899802685
2026-09-06,56,True,True,10.968737600371242
2026-09-07,56,True,True,10.611299599986523
2026-09-08,56,True,True,11.17791079962626
2026-09-09,56,True,True,11.187292500399051
2026-09-10,56,True,True,10.547509199939668
2026-09-11,56,True,True,10.63675809977576
2026-09-12,56,True,True,11.19946869974956
2026-09-13,56,True,True,10.542880500201136
2026-09-14,56,True,True,10.996606800239531
2026-09-15,56,True,True,10.476093799807131
2026-09-16,56,True,True,11.065553000196816
2026-09-17,56,True,True,10.780667399987578
2026-09-18,56,True,True,10.136468699667605
2026-09-19,56,True,True,9.657029499765486
2026-09-20,56,True,True,9.604226400144398
2026-09-21,56,True,True,10.082627899944782
2026-09-22,56,True,True,9.717751200310886
2026-09-23,56,True,True,9.98654770012945
2026-09-24,56,True,True,9.97166100004688
2026-09-25,56,True,True,9.827188399620354
2026-09-26,56,True,True,9.654593599960208
2026-09-27,56,True,True,12.507590200286359
