forecast_day,train_days,use_vst,use_lars,runtime_seconds
2026-07-19,56,True,True,399.42917039990425
2026-07-20,56,True,True,399.49389389995486
2026-07-21,56,True,True,408.70712330006063
2026-07-22,56,True,True,430.6433504996821
2026-07-23,56,True,True,419.4473076001741
2026-07-24,56,True,True,424.35217679990456
2026-07-25,56,True,True,423.1478359997273
2026-07-26,56,True,True,426.85063130036
2026-07-27,56,True,True,433.6272272998467
2026-07-28,56,True,True,423.6857435000129
2026-07-29,56,True,True,402.54930819990113
2026-07-30,56,True,True,404.9476954001002
2026-07-31,56,True,True,413.29597619967535
2026-08-01,56,True,True,422.9133132998832
2026-08-02,56,True,True,423.187049199827
2026-08-03,56,True,True,420.5526797999628
2026-08-04,56,True,True,406.8630669000559
2026-08-05,56,True,True,407.82304280018434
2026-08-06,56,True,True,408.3148290999234
2026-08-07,56,True,True,408.0374661004171
2026-08-08,56,True,True,408.39447110006586
2026-08-09,56,True,True,412.702358099632
2026-08-10,56,True,True,410.5057399002835
2026-08-11,56,True,True,477.99973789975047
2026-08-12,56,True,True,484.49644060013816
2026-08-13,56,True,True,485.1418289998546
2026-08-14,56,True,True,486.4521333002485
2026-08-15,56,True,True,493.2129429001361
2026-08-16,56,True,True,494.61772239999846
2026-08-17,56,True,True,454.4451502002776
2026-08-18,56,True,True,420.840136599727
2026-08-19,56,True,True,421.2107945997268
2026-08-20,56,True,True,420.3125066999346
2026-08-21,56,True,True,420.5837416998111
2026-08-22,56,True,True,420.3962718998082
2026-08-23,56,True,True,424.8406742000952
2026-08-24,56,True,True,424.65421209996566
2026-08-25,56,True,True,425.8545167995617
2026-08-26,56,True,True,429.3064782996662
2026-08-27,56,True,True,427.94184130011126
2026-08-28,56,True,True,429.9553398001008
2026-08-29,56,True,True,432.6434830999933
2026-08-30,56,True,True,431.5156694999896
2026-08-31,56,True,True,430.028997100424
2026-09-01,56,True,True,429.4495638003573
2026-09-02,56,True,True,428.6663187998347
2026-09-03,56,True,True,427.7451279000379
2026-09-04,56,True,True,431.3283762000501
2026-09-05,56,True,True,433.0591666996479
2026-09-06,56,True,True,434.45071100024506
2026-09-07,56,True,True,432.6194891999476
2026-09-08,56,True,True,435.8801787002012
2026-09-09,56,True,True,435.1812034999021
2026-09-10,56,True,True,432.8858811999671
2026-09-11,56,True,True,432.8315030997619
2026-09-12,56,True,True,436.5994834001176
2026-09-13,56,True,True,436.1013126000762
2026-09-14,56,True,True,429.0469712996856
2026-09-15,56,True,True,427.9488364998251
2026-09-16,56,True,True,429.8519635996781
2026-09-17,56,True,True,432.7497934000567
2026-09-18,56,True,True,392.2767289001495
2026-09-19,56,True,True,396.0900220000185
2026-09-20,56,True,True,398.0105517003685
2026-09-21,56,True,True,398.5044341003522
2026-09-22,56,True,True,394.22408260032535
2026-09-23,56,True,True,396.0790487998165
2026-09-24,56,True,True,401.7483369000256
2026-09-25,56,True,True,414.9192709000781
2026-09-26,56,True,True,406.19452590029687
