forecast_day,train_days,use_vst,use_lars,runtime_seconds
2026-07-19,56,True,True,87.16514179995283
2026-07-20,56,True,True,89.72509029973298
2026-07-21,56,True,True,89.73166649974883
2026-07-22,56,True,True,89.45216239988804
2026-07-23,56,True,True,86.34944400005043
2026-07-24,56,True,True,85.79884910024703
2026-07-25,56,True,True,88.04000229993835
2026-07-26,56,True,True,87.85347949992865
2026-07-27,56,True,True,88.05458110012114
2026-07-28,56,True,True,89.36355739971623
2026-07-29,56,True,True,89.64415119960904
2026-07-30,56,True,True,89.34593369998038
2026-07-31,56,True,True,88.78224189998582
2026-08-01,56,True,True,87.38824069965631
2026-08-02,56,True,True,86.79353250004351
2026-08-03,56,True,True,86.91440210025758
2026-08-04,56,True,True,88.08986040018499
2026-08-05,56,True,True,88.75060020014644
2026-08-06,56,True,True,89.02294179983437
2026-08-07,56,True,True,87.64420610014349
2026-08-08,56,True,True,86.79691120004281
2026-08-09,56,True,True,87.48141090013087
2026-08-10,56,True,True,88.02431909972802
2026-08-11,56,True,True,86.99680470023304
2026-08-12,56,True,True,87.72744429996237
2026-08-13,56,True,True,88.52728010015562
2026-08-14,56,True,True,90.19716119999066
2026-08-15,56,True,True,95.15148819983006
2026-08-16,56,True,True,94.22217649966478
2026-08-17,56,True,True,94.14319799980149
2026-08-18,56,True,True,91.2195257996209
2026-08-19,56,True,True,92.26014019967988
2026-08-20,56,True,True,95.83753170026466
2026-08-21,56,True,True,95.00248780008404
2026-08-22,56,True,True,95.7913313000463
2026-08-23,56,True,True,94.38464060006665
2026-08-24,56,True,True,93.17839410016312
2026-08-25,56,True,True,94.35291569959372
2026-08-26,56,True,True,94.19992309994996
2026-08-27,56,True,True,94.2073571998626
2026-08-28,56,True,True,95.34893069975078
2026-08-29,56,True,True,95.15082730026916
2026-08-30,56,True,True,96.83214259985834
2026-08-31,56,True,True,97.19849720038474
2026-09-01,56,True,True,96.1141743999906
2026-09-02,56,True,True,98.25508080003785
2026-09-03,56,True,True,97.09133419999851
2026-09-04,56,True,True,95.34772989992052
2026-09-05,56,True,True,92.90262649999931
2026-09-06,56,True,True,94.7482873997651
2026-09-07,56,True,True,93.0506569002755
2026-09-08,56,True,True,94.55060639977457
2026-09-09,56,True,True,93.94881770014764
2026-09-10,56,True,True,91.87757479958236
2026-09-11,56,True,True,93.17203100025654
2026-09-12,56,True,True,94.44904479989782
2026-09-13,56,True,True,94.30005650036036
2026-09-14,56,True,True,87.00721909990534
2026-09-15,56,True,True,83.10051480028778
2026-09-16,56,True,True,88.19115639990196
2026-09-17,56,True,True,86.65055349981412
2026-09-18,56,True,True,84.31390680000186
2026-09-19,56,True,True,92.66001690039413
2026-09-20,56,True,True,94.95346920005976
2026-09-21,56,True,True,94.50155210029334
2026-09-22,56,True,True,92.7966168001294
2026-09-23,56,True,True,98.16237240005285
2026-09-24,56,True,True,97.88719790009782
2026-09-25,56,True,True,98.24378460040316
2026-09-26,56,True,True,98.018410500139
2026-09-27,56,True,True,107.99146280018613
